ID,Reached.on.Time_Y.N
1808,0.9996214
9585,0.64710075
10075,0.42964178
4370,0.7260264
10179,0.42588425
4899,0.56399244
7546,0.14638282
9888,0.32193592
2780,0.9998479
9279,0.23905772
1144,0.99986076
3824,0.8541725
7003,0.27449855
9898,0.6754754
9298,0.5156252
3399,0.33488116
3536,0.30094904
5219,0.44651672
4117,0.14889751
7538,0.2168962
6191,0.47433376
1613,0.999879
9406,0.47186646
9722,0.58650076
5336,0.7271294
4632,0.3279631
8526,0.21048556
7951,0.30943176
10573,0.10494002
7221,0.5048607
5139,0.20066555
10416,0.26309434
10049,0.2896941
4435,0.3658371
7260,0.48691761
18,0.99988604
3623,0.20917678
4308,0.21104729
4586,0.40552887
5990,0.3374148
9147,0.2807801
3991,0.34166637
4135,0.27251756
10809,0.7202414
3772,0.07225106
7249,0.5449317
10464,0.317093
123,0.99957603
10562,0.28031898
10213,0.45009685
9836,0.688997
542,0.9999263
10660,0.5279824
5709,0.40424728
7664,0.40226826
1351,0.9998958
4480,0.30663028
679,0.99989724
2245,0.9998154
8851,0.09018321
5515,0.660948
4552,0.1889658
299,0.99834776
709,0.999858
10959,0.670788
6675,0.3327575
183,0.9948763
6326,0.5973651
7190,0.33583328
82,0.9999058
10358,0.4574296
76,0.9998871
4440,0.35807008
3589,0.6333771
6998,0.90866077
8070,0.49835888
10669,0.19648997
8567,0.4036257
5844,0.90694666
1647,0.99991953
8253,0.5851558
6491,0.083064124
4639,0.49996132
710,0.9998739
8360,0.3961042
3909,0.37509555
2414,0.8798428
3422,0.14741132
3227,0.44389185
4120,0.47787762
7471,0.5945763
1706,0.99977773
8731,0.36751172
8201,0.2804905
8811,0.050616495
6123,0.53151745
979,0.99978465
9226,0.5732646
6324,0.23416184
5947,0.5702953
9875,0.54390687
7706,0.87536746
6429,0.35654137
1957,0.99990153
2185,0.99975234
4945,0.6566099
10042,0.120130815
5013,0.6911939
10492,0.51388866
8994,0.26574692
6413,0.40115228
4145,0.32077086
2445,0.99967146
8892,0.36975953
8582,0.5173856
3051,0.9998996
2872,0.9997881
5088,0.49703354
6566,0.76123005
2903,0.99937516
5700,0.08985107
10491,0.37627566
3976,0.7014582
6266,0.3902195
780,0.99987257
5047,0.41865757
6969,0.39168647
10754,0.5825016
2274,0.9998155
10497,0.35007304
581,0.99977213
7776,0.33386496
2256,0.9997055
4514,0.47090396
7612,0.24105342
9416,0.52647203
9418,0.8307668
8950,0.8177187
6815,0.5634878
6666,0.4924522
9412,0.083015256
4960,0.32053414
416,0.9993399
3303,0.12703979
3846,0.41752017
1018,0.9997204
4809,0.6449212
825,0.99951506
5704,0.40317884
3610,0.2218896
7886,0.6896325
1271,0.99993086
6488,0.6797336
3953,0.30351463
6861,0.40969217
1439,0.99970776
7890,0.5325524
3944,0.46346045
8966,0.5005868
5920,0.19470932
9358,0.30962008
1191,0.99985206
6378,0.44291845
169,0.9998017
9704,0.42167714
4722,0.48319444
1515,0.9997545
10212,0.6725744
5986,0.77331454
1670,0.99881697
4461,0.6805422
2098,0.99988925
9756,0.57011956
2967,0.9996927
7002,0.6086095
4843,0.69976
6179,0.073050156
1894,0.9996358
3649,0.37337402
3404,0.2933001
1168,0.9999038
8882,0.5605996
1699,0.9997569
10790,0.507854
526,0.99979013
6327,0.81794536
10938,0.34293923
6767,0.76839256
1892,0.999728
5918,0.40557984
5052,0.46409222
2533,0.9995747
4517,0.41438705
5150,0.37539232
5260,0.36707956
30,0.99988914
539,0.99978286
6962,0.47260243
9143,0.24413484
9577,0.71880895
8307,0.51299363
2166,0.9995937
1003,0.96533036
3002,0.98126537
9244,0.09539823
1329,0.9999471
2403,0.96517944
4366,0.56321305
7533,0.072085045
9045,0.3647806
2539,0.9996624
10349,0.32546532
9602,0.28193676
1817,0.99979144
1621,0.99976605
10714,0.15943858
3582,0.622699
2822,0.9784877
7582,0.65647787
640,0.9996549
3386,0.52934945
83,0.99986684
1071,0.9998149
4089,0.23858854
8228,0.30778342
901,0.99972004
6399,0.34691307
5232,0.09212207
5461,0.41258404
6056,0.39051482
3791,0.23392963
8055,0.5206805
8788,0.22582269
6718,0.31207898
10744,0.4935179
5933,0.3973983
2106,0.9998037
4298,0.34085572
4730,0.30900207
3021,0.9998079
9732,0.49816337
8677,0.27531135
4039,0.24064933
9758,0.43320742
7819,0.3831162
1092,0.99987376
1609,0.9998579
8812,0.67114115
7848,0.49442923
1852,0.9990694
529,0.9970752
2511,0.9991037
9342,0.42544764
3292,0.8353237
2287,0.9998115
5301,0.21566328
10886,0.8305588
308,0.98002875
2421,0.9997664
7527,0.5910346
3629,0.31800935
7266,0.23492506
1627,0.9996611
1175,0.9997278
6638,0.25917447
5951,0.82057047
1465,0.9998746
4560,0.41482398
3142,0.15130503
2434,0.9996586
5018,0.91758883
4274,0.41992778
4788,0.12450012
10499,0.58248
10080,0.78823364
10601,0.40845275
9174,0.58839154
5989,0.29748133
445,0.9995578
5385,0.37356326
8225,0.37321123
7394,0.55404496
8068,0.63270444
8418,0.44611746
2078,0.99953353
4411,0.58001006
10974,0.25837633
4126,0.26352593
4872,0.6503609
2672,0.9998264
6401,0.20992494
2209,0.9998153
6356,0.19560927
3278,0.22616719
45,0.999747
9029,0.28970513
10911,0.28371617
2566,0.9999242
781,0.99982244
8513,0.39132106
3685,0.56109035
6449,0.6534945
7115,0.32948104
6522,0.5493591
6344,0.58639747
5363,0.53205574
3056,0.999506
3434,0.47252628
5875,0.5143683
7464,0.4148794
7898,0.46720615
3458,0.25508273
4184,0.7071711
5303,0.36606762
324,0.9996433
925,0.9996636
3383,0.44264108
1414,0.9997887
1415,0.9998087
5008,0.67619115
7051,0.42853716
10883,0.5501546
1116,0.99985194
8271,0.34307593
615,0.9999627
6602,0.52746254
2700,0.9998547
9967,0.58188784
10593,0.51288915
442,0.9999691
3073,0.9831371
8396,0.31012163
4090,0.49698538
3326,0.38325223
10713,0.05934833
5614,0.51178443
373,0.99994195
4545,0.31584755
301,0.99994266
8885,0.3372576
3088,0.99984443
3671,0.68207335
6828,0.29476318
9060,0.25500587
941,0.92074674
20,0.99985385
6292,0.36706665
6068,0.38985956
9502,0.072731614
2661,0.92983884
8935,0.13574563
5399,0.4542375
10761,0.38322002
4550,0.6242494
6924,0.67433906
8916,0.38034797
3219,0.4235555
1701,0.9998896
4171,0.3004305
7588,0.44659057
9287,0.20968702
2705,0.9998548
3206,0.46402878
3757,0.51623505
3307,0.37199098
10041,0.52073014
3922,0.58113456
9106,0.8166162
4240,0.07127313
10034,0.31453222
3735,0.4202173
9469,0.5113655
4023,0.7893208
5339,0.8034949
6854,0.7041562
7726,0.45146528
8650,0.11736962
459,0.99947876
9028,0.51710224
8009,0.43928686
9621,0.23975134
7052,0.65839404
647,0.99936396
2783,0.999926
9115,0.5041994
7280,0.2526031
9899,0.2653945
3162,0.13372537
9232,0.71109533
1590,0.9874328
7955,0.43503422
10353,0.28544685
3970,0.80212677
3421,0.65763503
10304,0.4490144
1270,0.9999448
9735,0.21901044
8311,0.34210432
6899,0.16376439
6304,0.7198191
3716,0.9507527
8778,0.37869337
8280,0.5378472
9284,0.33298767
1516,0.99993503
562,0.9996145
9316,0.36135787
86,0.9998505
1008,0.791028
2623,0.9993243
8028,0.5204004
7332,0.3670484
2806,0.9998915
9912,0.47635642
921,0.9998223
4772,0.3682804
5708,0.17667975
9572,0.51469284
10138,0.6683066
5489,0.42358842
1568,0.9998301
3559,0.8109588
8775,0.3394356
10828,0.7082602
3983,0.08846407
8847,0.37430382
2446,0.99982774
1518,0.9995123
2943,0.9998259
5437,0.4631724
4812,0.7506767
7061,0.23680049
4208,0.48207632
9567,0.40989834
8439,0.1855167
6035,0.36940935
2948,0.99988353
1820,0.9998574
10567,0.31624937
8136,0.4945352
2025,0.99314684
8287,0.3313692
8345,0.10228457
3475,0.34072542
707,0.9998592
1429,0.99923503
9490,0.23509176
3027,0.99986196
6026,0.40317744
9641,0.6307929
3853,0.29583716
5837,0.50768757
892,0.99971265
1182,0.9998173
9050,0.5290104
3847,0.2671765
10572,0.30721962
5502,0.25728706
8499,0.57772696
2499,0.99991393
8537,0.24559522
4787,0.4537762
6587,0.08005027
93,0.9552561
5595,0.3976365
10543,0.5514565
9032,0.5947291
763,0.99961084
8930,0.31694195
1236,0.9990276
330,0.9997689
9526,0.66287607
1588,0.9996132
2996,0.9998147
1078,0.99979
7995,0.6410638
10203,0.30810046
10553,0.32470518
2986,0.9985965
5452,0.6077267
1466,0.9998696
7167,0.61821985
6268,0.4477727
8352,0.4459884
208,0.99983776
9324,0.2818924
3376,0.43925476
9437,0.42576018
223,0.9967199
10486,0.70767295
4521,0.43766752
2957,0.9998103
7971,0.41121426
8033,0.3380887
8281,0.49095216
804,0.9862729
3361,0.091043875
7799,0.47601172
10943,0.44414926
9137,0.30037773
8451,0.40999568
10560,0.31866702
3697,0.74140894
4384,0.27937052
5861,0.65102077
10045,0.4145344
4747,0.14103854
9485,0.46801102
2383,0.98147833
6660,0.44585925
9402,0.8006735
9411,0.5377309
6032,0.25606003
2622,0.9997008
5496,0.15059926
7741,0.41589057
8045,0.52207613
3987,0.26811147
4286,0.22708133
9460,0.8014831
2887,0.9997199
345,0.9859601
3703,0.35147166
3775,0.54976016
4626,0.42464107
9365,0.23278281
2617,0.99987364
60,0.99965894
1345,0.92516696
1014,0.9990563
1404,0.99979764
8781,0.647145
2861,0.9998715
451,0.9998677
5980,0.2347097
6894,0.74211997
5304,0.2288344
436,0.99995303
5190,0.08913738
4949,0.34417123
7815,0.93193907
6657,0.31154442
1125,0.9996325
8714,0.50627244
9575,0.315523
3305,0.70144016
2981,0.99464935
8813,0.45738843
7264,0.5603928
1212,0.97840756
9623,0.14384387
10440,0.58033717
5196,0.053536665
6078,0.20610255
4696,0.5946917
2190,0.9998828
6269,0.53457695
7101,0.4612082
2827,0.9999224
6318,0.17773464
1237,0.9996847
7634,0.8795634
4995,0.40476316
7661,0.30446443
3092,0.9998067
666,0.9996835
10873,0.25373292
4638,0.7171244
6775,0.2464057
78,0.99997795
4785,0.4441732
8236,0.5608225
1231,0.98265934
7883,0.37643647
3793,0.39944154
4699,0.49849594
2518,0.99942446
6014,0.45786467
6432,0.18492915
1202,0.99954563
6673,0.7520684
7139,0.7567225
2156,0.99976355
2590,0.9999305
1954,0.9997943
3387,0.28233236
5143,0.7369743
6862,0.8016146
6220,0.6523795
9144,0.9060941
6796,0.56610656
4815,0.8620204
6141,0.6260002
8776,0.51946485
195,0.99984396
691,0.99951005
3682,0.39450005
7215,0.14510009
6374,0.27103794
7590,0.545714
6228,0.7801933
3084,0.99924564
260,0.79994744
5323,0.15759322
7965,0.28294042
10674,0.2743997
5024,0.1503335
3525,0.5698983
5728,0.6506668
6578,0.39804897
9768,0.82289183
3366,0.7363594
3968,0.51222694
10730,0.28134388
2037,0.9995522
10141,0.4619593
6585,0.29538736
7228,0.077265196
9590,0.13432594
7193,0.37263882
4445,0.09016416
7390,0.10104743
9977,0.5604981
5696,0.5579682
